hscode,hsdesc,export_usd_mn,import_usd_mn,net_usd_mn,share_of_total_deficit_pct
7317,"NAILS, TACKS, DRAWING PINS, CORRUGATED    NAILS,",112.47,43.18,69.29,0
4014,HYGNC/PHRMCTL ARTCLS (INCL TEATS)         OF VALCNSD RUBR OTHR THN HARD RUBR        WTH/WITHOUT FITTINGS OF HARD RUBBER,91.24,20.98,70.26,0
1105,"FLOUR, MEAL, POWDER, FLAKES, GRANULES AND PELLETS OF POTATOES",73.49,2.74,70.75,0
7104,"SYNTHETIC OR RECONSTRUCTED PRECIOUS OR    SEMIPRECIOUS STONES, WHETHER OR NOT WORKED OR GRADED BUT NOT STRUNG, MOUNTED O",1227.98,1156.87,71.10,0
8409,PARTS SUITABLE FOR USE SOLELY OR          PRINCIPALLY WITH THE ENGINES OF HEADING   8407 OR 8408,1760.38,1689.26,71.12,0
4009,"TUBES, PIPES AND HOSES, OF VULCANISED     RUBBER OTHER THAN HARD RUBBER, WITH OR    WITHOUT THEIR FITTINGS (FOR EXAMPLE,",275.57,203.83,71.74,0
7203,"FERUS PRDCTS FROM DIRECT REDUCTN OF IRON  ORE AND OTHR SPNGY FERS PRDCTS IN LMPS,PLLTSETC; >=99.94% PURE IRON BY WT IN L",471.85,400.00,71.85,0
2928,ORGNC DRVTVS OF HYDRAZINE/OF HYDROXYLAMINE,120.96,49.01,71.96,0
4008,"PLATS,SHTS,STRP,RODS AND PROFILE SHAPES OF  VULCNSD RUBR OTHR THN HARD RUBR",128.11,55.76,72.36,0
1502,"FATS OF BOVINE ANIMALS, SHEEP OR GOATS,   OTHER THAN THOSE OF HEADING 1503",72.42,0.00,72.42,0
8712,"BICYCLES AND OTHER CYCLES (INCLUDING      DELIVERY TRICYCLES), NOT MOTORISED",76.96,4.50,72.47,0
3801,ARTFCL GRPHT,214.99,141.49,73.50,0
8101,"TUNGSTEN (WOLFRAM) AND ARTICLES THEREOF,  INCLUDING WASTE AND SCRAP",127.74,53.89,73.85,0
4107,"LEATHER FURTHER PREPARED AFTER TANNING OR CRUSTING, INCLUDING PARCHMENT",242.35,167.65,74.71,0
8906,"OTHER VESSELS, INCLUDING WARSHIPS AND     LIFEBOATS OTHER THAN ROWING BOATS",908.48,833.44,75.05,0
8205,"HND TOOLSN.E.S.  BLOW LAMPS;VICES,CLAMPS,OTHR THN ACSORS PRTS OF MACH",160.65,85.58,75.07,0
2621,"OTHER SLAG AND ASH, INLCUDING SEAWEED ASH (KELP); ASH AND RESIDUES FROM THE         INCINERATION OF MUNICIPAL WASTE",75.58,0.00,75.58,0
7020,OTHER ARTICLES OF GLASS,109.12,32.93,76.19,0
3205,COLR LAKES,82.86,6.49,76.37,0
3303,PERFUMES AND TOILET WATERS,285.48,208.87,76.61,0
1101,WHEAT OR MESLIN FLOUR,80.93,4.25,76.69,0
6406,"PRTS OF FTWEAR RMVBL IN SOLES,HEEL CUSHNS AND SMLR ARTCLS;GAITRS LEGGINGS AND SMLR      ARTICLES, AND PRTS THEREOF",271.61,194.91,76.70,0
4113,"LEATHER FURTHER PREPARED AFTER TANNING OR CRUSTING, INCLUDING PARCHMENT",79.87,2.89,76.97,0
2402,"CIGARS, CHEROOTS, CIGARILLOS AND          CIGARETTES, OF TOBACCO OR OF TOBACCO      SUBSTITUTES",123.23,44.95,78.28,0
5203,"COTTON, CARDED OR COMBED",79.74,1.45,78.29,0
1504,"FATS AND OILS AND THEIR FRACTIONS, OF FISH OR MARINE MAMMALS, WHETHER OR NOT        REFINED, BUT NOT CHEMICALLY MODIFIED",100.49,21.94,78.55,0
3306,"PRPARTN FR ORL/DNTL HYGN,DNTUR FIXATV     PST/PWDR AND DNTL FLOS IN INDVDL PACKGS.",91.14,12.20,78.95,0
7221,"BARS AND RODS, HOT",107.18,27.54,79.64,0
3406,"CANDLES, TAPERS AND THE LIKE",88.17,4.77,83.41,0
5607,"TWNE,CORDGE,ROP AND CBLS,W/N PLTD/BRDD AND W/ NIMPRGNTD,COTD,COVRD/SHTHD WTH RUBR/PLSTCS",154.03,69.95,84.08,0
0701,"POTATOES, FRESH OR CHILLED",86.39,0.32,86.07,0
9305,PRTSAND ACCSSRS OF ARTCL OF HDG 9301,125.02,38.37,86.64,0
2925,CRBOXYIMD,155.70,68.43,87.27,0
0408,"BIRDS EGGS, NOT IN SHELL, AND EGG YOLKS,  FRESH, DRIED, COOKED BY STEAMING OR BY    BOILING IN WATER, MOULDED, FROZEN OR",90.69,2.84,87.84,0
5107,YRN OF CMBD WOOL NT PUT UP FR RETAIL SALE,91.11,1.89,89.21,0
4003,"RECLAIMED RUBBER IN PRIMARY FORMS OR IN   PLATES, SHEETS OR STRIP",91.00,1.11,89.89,0
8511,ELCTRCL IGNTN/STRTNG EQPMNT FR SPRK,475.96,385.87,90.09,0
6207,"MENS OR BOYS SINGLETS AND OTHER VESTS   UNDERPANTS,BRIEFS,NIGHT",91.89,1.48,90.41,0
1604,PREPARED OR PRESERVED FISH; CAVIAR AND    CAVIAR SUBSTITUTES PREPARED FROM FISH EGGS,92.46,1.65,90.81,0
1904,PRPD FOODS OBTND BY SWLNG/ROSTNG OF CRLS  PRDCTS (CORN FLKS) CRLS INTHE FORMOF GRAINFLKS ETC.EVCL.MAZEPRE COOKD/OTHRWSE,93.70,2.82,90.88,0
3305,PREPARATIONS FOR USE ON THE HAIR,209.99,118.26,91.73,0
4013,"INNER TUBES, OF RUBBER",92.94,1.03,91.91,0
7117,IMITATION JEWELLERY,131.66,36.89,94.77,0
0204,"MEAT OF SHEEP OR GOATS, FRESH, CHILLED OR FROZEN",103.13,7.34,95.79,0
0710,"VEG COOKED OR NOT BY STMNG/BOILNG,FRZN",99.13,3.31,95.81,0
1901,"MALT EXTRACT; FOOD PREPARATIONS OF FLOUR, GROATS, MEAL, STARCH OR MALT EXTRACT, NOT CONTAINING COCOA OR CONTAINING LESS",136.41,40.29,96.12,0
2930,ORGANO,524.20,427.65,96.55,0
6910,CERMC SINKS WASH BASINS AND SMLR SNTRY FXTRS,177.92,80.83,97.09,0
7311,"CONTAINERS FOR COMPRESSED OR LIQUEFIED    GAS, OF IRON OR STEEL",174.06,76.67,97.39,0
8432,"AGRCLTRL,HRTCLTRL/FRSTRY MCHNRY FR SOIL   PRPRTION/CLTVTN;LAWN/SPRTS",235.20,137.42,97.78,0
7213,"BARS AND RODS, HOT",137.93,40.12,97.80,0
8487,"MACHINES PARTS, NOT CONTAINING ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS OR OTHER ELECTRICAL FEATURES, NOT SPEC",213.52,115.65,97.86,0
2833,SULPHATES; ALUMS; PEROXOSULPHATES (       PERSULPHATES),161.76,61.68,100.08,0
2607,LEAD ORES AND CONCENTRATES,105.60,5.12,100.48,0
3603,SAFETY FUSES; DETONATING CORDS; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC  DETONATORS,112.43,11.46,100.97,0
2007,JAMS FRUT JELLY MARMALDS FRUT/NUT PUREE AND FRUT/NUT PASTS COOKD PRPNS W/N CONTNG SUGR,116.24,13.54,102.70,0
3006,MISCELLANEOUS PHARMACEUTICAL GOODS,284.65,181.67,102.98,0
2508,OTHR CLAYS (EXCLDNG HDNG NO 6806) ANDLSTE KYANITE AND SILLIMANITE W/N CALCIND MULLITE CHAMOTTE OR DINAS EARTHS,164.56,60.04,104.52,0
9503,OTHR TOYS;RDCD,200.89,95.70,105.19,0
2103,"SAUCES AND PREPARATIONS THEREFOR, MIXED   CONDIMENTS AND MIXED SEASONINGS; MUSTARD  FLOUR AND MEAL AND PREPARED MUSTARD",150.67,43.67,107.00,0
2923,"QUATERNARY AMMONIUM SALTS AND HYDROXIDES; LECITHINS AND OTHER PHOSPHOAMINOLIPIDS,   WHETHER OR NOT CHEMICALLY DEFINED",198.46,90.88,107.58,0
2708,"PITCH AND PITCH COKE, OBTAINED FROM COAL  TAR OR FROM OTHER MINERAL TARS",127.84,18.11,109.73,0
9505,"FESTIVE, CARNIVAL OR OTHER ENTERTAINMENT  ARTICLES, INCLUDING CONJURING TRICKS AND  NOVELTY JOKES",137.03,24.72,112.32,0
3601,PROPELLANT POWDERS,124.31,10.86,113.45,0
8204,HND OPRTED SPANERS AND WRENCHS(INCLD TORQUE METER WRENCHS BUT NT TAP WRENCHS);INTER   CHANGBLE SPANER SOCKETS WTH HANDLE,164.53,50.35,114.19,0
7615,"TABL,KTCHN/OTHR HOUSLD ARTCLS AND PRTS OF ALMNM,POT SCOURS AND SCOURNG/POLSHNG PADS GLOVS AND TH LIKE,SNTRY WRE AND PRTS",123.73,8.26,115.47,0
2506,QRTZ (OTHR THN NATRL SANDS) QRTZTE W/N    ROUGHLY TRMMD/MERELY CUT BY SAWING/OTHRWSEINTO BLKS/SLBS OF RECTNGLR/SQ SHAPE,129.96,13.39,116.57,0
0711,VEGTABLS PROVISIONALLY PRESERVED BUT  UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION,121.50,4.78,116.72,0
3826,"BIODIESEL AND MIXTURE, NT CONT OR CONTAIN < 70 % BY WEIGHT OF PETROLEUM OILS OR OILS OBTAINED FROM",116.81,0.02,116.79,0
8716,TRAILERS AND SEMI,207.77,89.60,118.17,0
6303,CURTAINS (INCLUDING DRAPES) AND INTERIOR  BLINDS; CURTAIN OR BED VALANCES,150.01,31.35,118.66,0
7215,OTHER BARS AND RODS OF IRON OR NON,131.03,11.46,119.57,0
2934,"MUCIEIC ACIDS AND THEIR SALTS W/N CHEMICALLYDEFINED , OTHER",887.71,762.12,125.58,0
9608,BALL POINT PENS; FELT TIPPED AND OTHER    POROUS,217.78,91.68,126.11,0
8602,OTHER RAIL LOCOMOTIVES; LOCOMOTIVE TENDERS,127.66,0.13,127.53,0
1108,STARCHES; INULIN STARCHES :,148.54,19.40,129.15,0
7326,OTHER ARTICLES OF IRON OR STEEL,1390.78,1261.48,129.30,0
6115,"PANTYHOSE, TIGHTS, STOCKINGS, SOCKS AND   OTHER HOSIERY, INCLUDING GRADUATED COMPRE SSION HOSIERY (FOR EXAMPLE, STOCKING",169.89,40.12,129.76,0
7209,"FLT RLLD PRDCTS OF WDTH>= 600MM,COLD",258.97,126.99,131.98,0
8705,"SPCL PURPOSE MOTOR VHCLS(E.G.BRKDOWN      LORRIES,CRANE LORRIES,FIRE",192.25,58.19,134.05,0
0201,"MEAT OF BOVINE ANIMALS, FRESH AND CHILLED",141.55,0.00,141.55,0
2511,NATRL BARIUM SULPHATE (BARYTES) NATRL     BARIUM CARBONATE (WITERITE)W/N CALCINED   OTHR THAN BARIUM OXIDE OF HDNG NO 28,152.18,9.07,143.12,0
2918,CRBOXYLC ACDS WTH ADDTNL OXYGN FNCTN      ANHYDRDS HALDS PEROXIDES AND PEROXYACSDS    THRHALGNTD SLPHNTD NITRTD/NITRSTD,707.50,560.98,146.52,0
9602,"WRKD VGTBL/MNRL CRVNG MTRL AND ARTCLS OF    THESE MTRLS;CRVD ARTCLS OF WAX,OF STEARN, OF NTRL GUMSETC;N.E.S;WRKD UNHRDND",157.35,10.12,147.24,0
3402,ORGNC SURFACE,643.56,493.40,150.16,0
5810,"EMBRDRY IN THE PIECE,IN STRIPS/IN MOTIFS",185.12,33.53,151.59,0
5211,"WOVN FBRCS OF COTON,CONTNG<85% COTTON,MXD MAINLY WTH MNMD FBRS WEIGHING>200 G/M2",179.51,27.17,152.34,0
6106,"WOMENS OR GIRLS BLOUSES, SHIRTS AND     SHIRT",183.96,30.41,153.54,0
7201,"PIG IRON AND SPIEGELEISEN IN PIGS, BLOCKS OR OTHER PRIMARY FORMS",226.01,71.17,154.83,0
7206,IRON AND NON,175.60,19.98,155.62,0
6402,OTHER FOOTWEAR WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS,245.24,87.75,157.49,0
3924,"TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD   ARTICLES AND TOILET ARTICLES, OF PLASTICS",250.27,89.75,160.52,0
2303,"RESDUS OF STRCH MNUFCTR AND SMLR RESDUS     BEETPULP,BAGASSE AND OTHR SUGR MNUFCTR WSTE     BRWNG/DSTLNG DRGS AND WSTE W",165.97,1.19,164.77,0
1106,"FLOUR, MEAL AND POWDER OF THE DRIED       LEGUMINOUS VEGETABLES OF HEADING 0713, OF SAGO OR OF ROOTS OR TUBERS",193.59,28.39,165.20,0
5206,COTON YRN(OTHR THN SEWNG THRD)CONTNG      COTON <85% BY WT NT PUT FOR RETAIL SALE,168.90,3.13,165.77,0
3001,"GLANDS AND OTHER ORGANS FOR               ORGANOTHERAPEUTIC USES, DRIED,WHETHER OR  NOT POWDERED; EXTRACTS OF GLANDS OR",236.63,67.52,169.11,0
2008,"FRUITS NUTS AND OTHER EDIBLE PARTS OF       PLANTSOTHRWISE PREPD/PRSVD, W/N SWEETND N.E.S.",365.96,195.92,170.04,0
4820,"REGISTERS, ACCOUNT BOOKS, NOTE BOOKS,     ORDER BOOKS, RECEIPT BOOKS, LETTER PADS,  MEMORANDUM PADS, DIARIES AND SIMILAR",185.39,15.03,170.35,0
4421,OTHER ARTICLES OF WOOD,202.65,29.07,173.59,0
0709,"OTHER VEGETABLES, FRESH OR CHILLED",181.16,0.60,180.56,0
5007,WOVEN FABRICS OF SILK OR OF SILK WASTE,216.89,32.85,184.04,0
6209,BABIES GARMENTS AND CLOTHING ACCESSORIES,199.78,12.64,187.14,0
7419,OTHER ARTICLES OF COPPER,287.59,97.02,190.57,0
5509,"YARN(OTHR THN SWNG THREAD)OF SYNTHTC      STAPLE FIBRES,NOT PUT UP FOR RETAIL SALE",427.12,235.68,191.44,0
6301,BLANKETS AND TRAVELLING RUGS,214.48,22.35,192.12,0
7303,"TUBES, PIPES AND HOLLOW PROFILES, OF CAST IRON",198.83,1.57,197.26,0
8402,STM/OTHR VAPR GNRTNG BOILRS(EXCL CNTRL    HTNG HOT WATER BOILRS CPBL ALSO OF PRDCNG LOW PRESSURE STEAM);SUPER,277.19,79.85,197.34,0
0409,NATURAL HONEY,207.97,1.69,206.28,0
0407,"BIRDS EGGS, IN SHELL, FRESH, PRESERVED OR COOKED",212.32,0.94,211.37,0
4201,"SDDLRY AND HRNSS FOR ANY ANML (INCL       TRACTSLEADS,KNEE PADS,MUZLS, SDDLE CLOTHS,SDDLE BAGS",220.38,3.47,216.91,0
7224,OTHER ALLOY STEEL IN INGOTS OR OTHER      PRIMARY FORMS; SEMI,246.53,21.15,225.38,0
6208,"WOMENS OR GIRLS SINGLETS AND OTHER      VESTS, SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PYJAMAS, NEGLIGES, BA",233.11,6.63,226.47,0
1207,"OTHER OIL SEEDS AND OLEAGINOUS FRUITS,    WHETHER OR NOT BROKEN",545.63,310.82,234.80,0
5705,"OTHER CARPETS AND OTHER TEXTILE FLOOR     COVERINGS, WHETHER OR NOT MADE UP",243.35,7.83,235.52,0
2939,ALKLDS NATRL/RPRDCD BY SYNTHSIS AND   THR SLTS ETHRS ESTRS AND OTHR DRVTVS,379.59,143.27,236.32,0
8474,"MCHNRY FR SORTNG,SCRENG,SEPARTNG,WASHNG,  CRSHNG ETC OF MNRL SUBSTNCS,IN SOLID FORM MCHNS FR SHPNG MNRL FUELANDFRMNG MLD",953.44,715.89,237.55,0
3003,MEDICAMENTS (EXCL GOODS HDG NO 3002 3005  OR 3006) CNSISTNC OF TWO/MORE CONSTUNTS   MXD TOGETHER FOR HMN MEDCNE NT FR RT,360.30,113.77,246.53,0
4901,"PRINTED BOOKS, BROCHURES, LEAFLETS AND    SIMILAR PRINTED MATTER, WHETHER OR NOT IN SINGLE SHEETS",349.47,102.90,246.57,0
4819,"CARTONS, BOXES, CASES, BAGS AND OTHER     PACKING CONTAINERS, OF PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULO",353.35,106.56,246.79,0
1508,GROUND,248.40,1.60,246.81,0
0304,"FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN",296.20,47.91,248.29,0
1704,SUGR CNFCTNRY (INCL WHTE CHCLT)WTHOT COCOA,283.45,27.73,255.71,0
0806,"GRAPES, FRESH OR DRIED",397.51,141.54,255.98,0
3602,PRPD EXPLOSIVES OTHR THN PROPELLENT PWDRS,261.53,4.36,257.17,0
2827,"CHLRDES,CHLRDE OXIDES AND CHLRDE HYDROXIDES;BRMDES AND BRMDE OXDS;IODIDS AND IODIDE OXIDES",340.80,75.21,265.58,0
3302,MXTR/SLTN OF ODORFRS SBSTNS OF A KIND USD AS RAW MTRL IN INDSTRY AND PRPRTN FR MNFCTR OF BEVRGS,538.52,270.30,268.22,0
2909,"ETHER PEROXIDES, ACETAL, HEMIACETAL PEROXIDES (W/N CHMCLY DFND)THR HALGNTD SLPHNTD  NITRATED/NITROSATED DRVTVS",584.22,315.87,268.34,0
2935,SULPHONAMIDES,368.52,98.46,270.06,0
2921,AMINE,1212.54,939.42,273.12,0
5701,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP",275.89,1.52,274.37,0
2815,SODIUM HYDROXIDE (CAUSTIC SODA); POTASSIUM HYDROXIDE (CAUSTIC POTASH); PEROXIDES OF SODIUM OR POTASSIUM,335.94,57.37,278.57,0
3307,SHAVING/PRE AND AFTER SHAVE PRPNS BATH PRPN DEPILATRS AND OTHR PERFMRY COSMTC/TOILT PRPNPRPN NES;PRPD ROOM DEODORISERS W,336.67,56.81,279.86,0
8706,"CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705",319.34,39.08,280.26,0
0405,BUTTER AND OTHER FATS AND OILS DERIVED    FROM MILK; DAIRY SPREADS,285.87,5.47,280.40,0
6110,"JERSEYS, PULLOVERS, CARDIGANS, WAISTCOATS AND SIMILAR ARTICLES, KNITTED OR CROCHETED",430.21,148.36,281.85,0
0501,"HUMAN HAIR, UNWORKED, WHETHER OR NOT      WASHED OR SCOURED; WASTE OF HUMAN HAIR",286.99,0.08,286.92,0
1211,"PLNTS AND PRTS OF PLNTS INCLD SEDS AND FRUTS USD FOR PRFUMRY PHRMACY/INSCTCIDL OR SMLR PUR FRSH/DRID, CHLD/FROZ W/N CUT CRSHD",464.38,177.03,287.35,0
8702,PUBLIC,305.86,9.95,295.91,0
0712,"DRIED VEGETABLES, WHOLE, CUT, SLICED,     BROKEN OR IN POWDER, BUT NOT FURTHER      PREPARED",309.96,8.90,301.06,0
6214,"SHWLS,SCRVS,MUFLRS,MNTLS,VELS AND THE LIKE",312.50,8.48,304.02,0
2001,VEG FRUTS NUTS AND OTHR EDBL PRTS OF PLNTS  PRPD/PRSVD BY VINEGAR/ACETIC ACID,313.25,1.51,311.73,0
7112,WSTANDSCRP OF PRECS MTL/MTL CLD WTH PRECS METL;WSTANDSCRP CONT PRECS MTL/MTL CMPND FR RCVRY PRECS MTL OTH THAN GOODS OF 8549,351.21,37.51,313.70,0
8407,SPARK,599.76,281.78,317.98,0
2803,CARBON (CARBON BLACKS AND OTHER FORMS OF  CARBON NOT ELSEWHERE SPECIFIED OR         INCLUDED),498.87,174.90,323.97,0
7010,"CARBOYS,BOTLS,FLSKS,JARS ETC FOR CNVYANCE OR PCKNG OF GOODS; PRSRVNG JARS OF GLASS; STOPERS,LIDS AND OTHR CLOSRS  OF GLA",463.56,138.58,324.99,0
0908,"NUTMEG, MACE AND CARDAMOMS",480.21,152.00,328.21,0
8472,"OTHER OFFICE MACHINES (FOR EXAMPLE,       HECTOGRAPH OR STENCIL DUPLICATING         MACHINES, ADDRESSING MACHINES, AUTOM",394.75,59.47,335.28,0
2004,"OTHER VEGETABLES PREPARED OR PRESERVED    OTHERWISE THAN BY VINEGAR OR ACETIC ACID, FROZEN, OTHER THAN PRODUCTS OF HEADI",341.54,0.88,340.66,0
2306,OIL,454.30,111.97,342.33,0
0206,"EDBL OFFAL OF BOVINE ANMLS,SWINE,SHEEP,   GOAT,HORSE,ASS,MULE/HINNI,FRSH,CHLD/FRZN",344.53,0.00,344.53,0
6114,"OTHER GARMENTS, KNITTED OR CROCHETED",355.31,10.32,344.99,0
6103,"MENS OR BOYS SUITS,ENSEMBLES,JACKETS,BLAZERS,TROUSERS,BIBANDBRACE OVERALLS,BREECHES AND SHORTS(OTH THAN SWIMWEAR)",410.35,63.16,347.20,0
1005,MAIZE (CORN),374.78,22.86,351.91,0
5515,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE   FIBRES,415.35,60.70,354.66,0
7614,"STRANDED WIRE, CABLES, PLAITED BANDS AND  THE LIKE, OF ALUMINIUM, NOT ELECTRICALLY  INSULATED",359.83,1.58,358.24,0
9001,"OPTCL FIBR AND OPTCL FIBR BUNDLS ETC;SHTS AND PLTS OF POLRSNG MTRL;LNSS;PRSMS,MIRRORS   AND OTHR OPTCL ELMNTS OF ANY MTR",733.35,374.21,359.14,0
7223,WIRE OF STAINLESS STEEL,401.86,38.76,363.10,0
2501,SALT (INCL TABLE SALT AND DENATRD SALT) AND   PURE SODIM CHLRDE W/N AQS SOLN SEA WTR,388.14,23.76,364.39,0
8901,"CRUISE SHIPS, EXCURSION BOATS , FERRY",1639.03,1273.47,365.56,0
6810,"ARTICLES OF CEMENT, OF CONCRETE OR OF     ARTIFICIAL STONE, WHETHER OR NOT          REINFORCED",390.97,17.86,373.11,0
6307,"OTHER MADE UP ARTICLES, INCLUDING DRESS   PATTERNS",461.95,84.78,377.18,0
2403,OTHR MNFRD TOBACO AND MNFRD TOBACO          SUBSTTUTSHOMOGENISED OR RECONSTITUED      TOBACCO       TOBACCO EXTRACTS AND,446.56,61.32,385.24,0
7605,ALUMINIUM WIRE,722.80,315.97,406.82,0
8481,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIPES, BOILER SHELLS, TANKS, VATS OR THE LIKE, INCLUDING PRESSURE",2839.55,2423.43,416.12,0
0703,"ONIONS, SHALLOTS, GARLIC, LEEKS AND OTHER ALLIACEOUS VEGETABLES, FRESH OR CHILLED",434.96,1.35,433.61,0
2601,"IRON ORES AND CONCENTRATES, INCLUDING     ROASTED IRON PYRITES IRON ORES AND        CONCENTRATES, OTHER THAN ROASTED IRO",1708.33,1254.22,454.12,0
7323,"TABLE KITCHN OR OTHR DOMESTIC ARTCLS AND    ITSPARTS OF IRN/STL;IRN OR STL WOOL;      SCOURERS OR POLISHNG PADS,GLOVS AN",528.08,69.35,458.73,0
5209,"WOVN FBRCS OF COTTON, CONTNG >=85% COTN   BY WT WEIGHING>200 GM PER SQM",500.47,37.48,462.98,0
5407,WOVN FBRCS OF SYNTHTC FILAMENT YARN INCL  WOVN FBRCS OBTND FROM MTRLS OF HDG NO.5404,873.54,408.67,464.88,0
9403,OTHER FURNITURE AND PARTS THEREOF,1110.18,637.27,472.91,0
3802,ACTVTD CRBN,577.93,103.83,474.10,0
2301,"FLOURS, MEALS AND PELLETS, OF MEAT OR MEAT OFFAL, OF FISH OR OF CRUSTACEANS,        MOLLUSCS OR OTHER AQUATIC INVERTEBRA",507.73,19.58,488.15,0
0803,"BANANAS, INCLUDING PLAINTAINS, FRESH OR   DRIED",496.04,0.00,496.04,0
4823,"OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBERS, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPERPU",660.94,162.52,498.42,0
8502,ELECTRIC GENERATING SETS AND ROTARY       CONVERTERS,751.44,249.94,501.50,0
6104,"WOMENS OR GIRLS SUITS, ENSEMBLES,       JACKETS, BLAZERS, DRESSES, SKIRTS, DIVIDED SKIRTS, TROUSERS, BIB AND BRACE OVE",619.77,113.13,506.64,0
2818,"ARTIFICIAL CORUNDUM, WHETHER OR NOT       CHEMICALLY DEFINED; ALUMINIUM OXIDE;      ALUMINIUM HYDROXIDE",1700.55,1190.88,509.68,0
3301,"ESNL OLS (CNCRTS/ABSLTS);RSNDS,EXTRTD     OLORGN,CNCNTRTS IN FATS ETC;TRPNC BY",898.82,385.76,513.06,0
7801,UNWROUGHT LEAD,1260.90,747.14,513.76,0
2924,CRBOXYAMIDE,853.67,318.21,535.46,0
0303,FISH FROZEN EXCLUDING FISH FILLETS AND      OTHER FISH MEAT OF HEADING NO 0304,621.06,74.23,546.83,0
1905,"BREAD, PASTRY, CAKES, BISCUITS AND OTHER  BAKERS WARES, WHETHER OR NOT CONTAINING  COCOA; COMMUNION WAFERS, EMPTY CACHE",685.90,136.77,549.13,0
2516,GRANITE PROPHYRY ETC AND OTHR MONUMENTAL/   BLDG STONE W/N ROUGHLY TRMMD/MERELY CUT   INTO BLCKS/SLBS OF A RECTNGLR INCL,561.60,12.20,549.40,0
9404,"MATTRESS SUPPORTS; ARTICLES OF BEDDING AND SIMILAR FURNISHING (FOR EXAMPLE,         MATTRESSES, QUILTS, EIDERDOWNS, CUSH",597.04,42.57,554.47,0
0909,"SEEDS OF ANISE, BADIAN, FENNEL, CORIANDER, CUMIN OR CARAWAY; JUNIPER BERRIES",651.57,90.18,561.39,0
7306,"OTHER TUBES, PIPES AND HOLLOW PROFILES (  FOR EXAMPLE, OPEN SEAM OR WELDED, RIVETED OR SIMILARLY CLOSED), OF IRON OR STE",771.59,203.78,567.81,0
2304,OIL,581.41,5.58,575.84,0
6108,"WOMENS OR GIRLS SLIPS, PETTICOATS,      BRIEFS, PANTIES, NIGHT DRESSES, PYJAMAS,  NEGLIGEES, BATHROBES, DRESSING GOWNS",623.79,33.37,590.41,0
5305,"COCONUT,ABACA,RAMIE AND OTHR VGTBL TXTL     FBRS N.E.S.OR INCLUDED,RAW OR PRCSSD,     TOW,NOILS AND WASTE OF THESE FIBRS",607.54,4.84,602.70,0
0910,"GINGER, SAFFRON, TURMERIC (CURCUMA),      THYME, BAY LEAVES, CURRY AND OTHER SPICES",722.52,110.43,612.09,0
9306,"PARTS AND ACCESSORIES OF OTER FIREARMS OF WAR AND PRTS THROF; CARTRDGSANDOTHR AMNTNS AND PRJCTLS AND PRTS,INCL SHOT AND",683.48,69.60,613.88,0
5703,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS(INCLUDING TURF), TUFTED, WHETHER OR NOT MADE UP",756.78,141.82,614.96,0
6105,"MENS/BOYS SHIRTS,KNITTED/CROCHETED",699.57,77.35,622.22,0
8714,PRTS AND ACCSSRS OF VHCLS OF HDG 8711,1268.72,645.12,623.60,0
6703,"HUMN HAIR DRSSD THNND BLEACHD/OTHRWS WORKDWOOL/OTHR ANML HAIR/OTHR TXTL MATRLS,     FOR MAKNG WIGS/THE LIKE",651.76,1.11,650.65,0
3002,"HUMN,ANML,BLD FR MDCNL USE; MDFD IMUNLGCL PRDT W/N_BITECH PRCS;VCCNS,TXNS,CLTR_MCRGNSM,ETHER SMLR P; CELL CLTR ,W/N MDFD",2246.68,1587.13,659.55,0
5702,"CRPTS AND OTHR TXTL FLR CVRNGS,WVN NOT      TUFTED/FLOCKED,W/N MADE UP,INCL KELEM SCHUMACKS,KARA",694.35,25.65,668.71,0
8708,PARTS AND ACCESSORIES OF THE MOTOR        VEHICLES OF HEADINGS 8701 TO 8705,7642.94,6970.61,672.33,0
1202,GROUND,690.93,3.42,687.51,0
6107,"MENS/BOYS  UNDERPANTS,BRIEFS,NIGHTSHIRTS, PYJAMAS,BATHROBES ETC,KNTTD/CRCHTD",720.08,32.54,687.54,0
8408,COMPRESSION,1378.01,685.77,692.24,0
1605,"CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC   INVERTEBRATES, PREPARED OR PRESERVED",714.91,4.76,710.15,0
7307,"TUBE OR PIPE FITTINGS (FOR EXAMPLE,       COUPLINGS, ELBOW SLEEVES), OF IRON OR     STEEL",1152.21,437.37,714.84,0
